,SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,AGE_CLIENT,YEARS_EMPLOYED,CNT_FAM_MEMBERS,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,ANNUITY_INCOME%,PAYMENT_RATE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE
80122,192884,Cash loans,M,64.0,1000.67,2.0,N,N,112500.0,1078200.0,31653.0,900000.0,0.28136,0.02935726210350584,Pensioner,Secondary / secondary special,Married,Municipal apartment
185192,314671,Revolving loans,F,41.0,11.52,1.0,N,Y,270000.0,720000.0,36000.0,720000.0,0.13333333333333333,0.05,State servant,Higher education,Separated,House / apartment
146907,270323,Cash loans,F,66.0,1000.67,2.0,N,Y,90000.0,260640.0,26838.0,225000.0,0.2982,0.10296961325966851,Pensioner,Secondary / secondary special,Married,House / apartment
21445,124985,Revolving loans,F,26.0,5.28,2.0,N,Y,112500.0,270000.0,13500.0,270000.0,0.12,0.05,Commercial associate,Secondary / secondary special,Married,House / apartment
49031,156777,Cash loans,F,65.0,1000.67,2.0,N,N,112500.0,331834.5,16092.0,252000.0,0.14304,0.048494053511614975,Pensioner,Lower secondary,Married,House / apartment
103993,220689,Cash loans,M,41.0,8.71,2.0,N,Y,180000.0,332946.0,16146.0,238500.0,0.0897,0.04849435043520571,Working,Secondary / secondary special,Civil marriage,House / apartment
255616,395779,Revolving loans,F,44.0,5.81,4.0,N,Y,90000.0,202500.0,10125.0,202500.0,0.1125,0.05,Commercial associate,Secondary / secondary special,Married,House / apartment
253987,393898,Cash loans,F,30.0,2.01,4.0,N,N,99000.0,436032.0,20457.0,360000.0,0.20663636363636365,0.04691628137384412,Commercial associate,Secondary / secondary special,Married,With parents
82319,195467,Cash loans,F,40.0,1.37,2.0,N,Y,135000.0,450000.0,22018.5,450000.0,0.1631,0.04893,Working,Secondary / secondary special,Separated,House / apartment
222505,357738,Cash loans,F,28.0,1.37,2.0,N,Y,180000.0,563269.5,27526.5,396000.0,0.152925,0.04886914700689457,Working,Secondary / secondary special,Married,House / apartment
157806,282916,Cash loans,M,28.0,3.89,2.0,Y,N,292500.0,1575000.0,58500.0,1575000.0,0.2,0.037142857142857144,Working,Higher education,Married,House / apartment
205465,338163,Cash loans,F,30.0,4.96,4.0,N,N,81000.0,117162.0,12559.5,103500.0,0.15505555555555556,0.10719772622522661,Working,Secondary / secondary special,Married,House / apartment
184010,313277,Cash loans,M,46.0,5.0,2.0,N,Y,112500.0,967500.0,34879.5,967500.0,0.31004,0.03605116279069767,Working,Secondary / secondary special,Married,House / apartment
234615,371775,Cash loans,M,46.0,15.32,2.0,Y,Y,144000.0,1024290.0,33174.0,855000.0,0.230375,0.032387312186978295,State servant,Higher education,Married,House / apartment
64606,174926,Cash loans,F,42.0,2.13,2.0,N,N,90000.0,202500.0,18702.0,202500.0,0.2078,0.09235555555555555,Commercial associate,Secondary / secondary special,Married,House / apartment
286818,432201,Cash loans,F,41.0,6.83,2.0,N,N,180000.0,781920.0,47965.5,675000.0,0.266475,0.06134323204419889,State servant,Higher education,Married,Municipal apartment
91443,206191,Cash loans,F,54.0,6.77,2.0,N,Y,193500.0,1147500.0,31684.5,1147500.0,0.16374418604651164,0.027611764705882353,Working,Secondary / secondary special,Married,House / apartment
260465,401426,Revolving loans,M,43.0,4.86,2.0,Y,N,135000.0,315000.0,15750.0,405000.0,0.11666666666666667,0.05,Working,Higher education,Civil marriage,House / apartment
202683,334956,Cash loans,F,62.0,1000.67,1.0,N,Y,38250.0,98910.0,7011.0,90000.0,0.18329411764705883,0.07088262056414922,Pensioner,Lower secondary,Separated,House / apartment
155734,280523,Cash loans,F,47.0,1000.67,4.0,Y,Y,270000.0,1185282.0,38236.5,1035000.0,0.14161666666666667,0.032259411684308036,Pensioner,Higher education,Civil marriage,House / apartment
197547,329038,Cash loans,F,28.0,3.77,2.0,N,Y,202500.0,521280.0,28408.5,450000.0,0.14028888888888888,0.05449758287292818,State servant,Secondary / secondary special,Single / not married,House / apartment
17641,120568,Cash loans,F,35.0,12.98,2.0,N,Y,85500.0,599472.0,21663.0,517500.0,0.2533684210526316,0.03613680038433822,State servant,Secondary / secondary special,Married,House / apartment
126581,246801,Cash loans,M,41.0,9.54,2.0,Y,Y,180000.0,1024740.0,52452.0,900000.0,0.2914,0.05118566660811523,Working,Secondary / secondary special,Married,House / apartment
32308,137460,Cash loans,M,24.0,1.31,2.0,N,N,180000.0,163332.0,11178.0,117000.0,0.0621,0.06843729336566012,Commercial associate,Secondary / secondary special,Separated,House / apartment
201747,333865,Cash loans,F,56.0,2.77,2.0,N,Y,157500.0,824823.0,24246.0,688500.0,0.15394285714285713,0.02939539755802154,Working,Higher education,Civil marriage,House / apartment
35106,140667,Cash loans,M,54.0,4.19,2.0,N,Y,112500.0,894906.0,26293.5,747000.0,0.23372,0.029381298147514934,Working,Secondary / secondary special,Civil marriage,House / apartment
267010,409357,Cash loans,M,24.0,5.01,1.0,N,N,166500.0,376078.5,19471.5,310500.0,0.11694594594594594,0.051775094827276755,Working,Higher education,Single / not married,House / apartment
214531,348592,Cash loans,F,60.0,1000.67,2.0,N,Y,108000.0,303489.0,29695.5,274500.0,0.27495833333333336,0.09784703893716082,Pensioner,Secondary / secondary special,Civil marriage,House / apartment
26253,130536,Cash loans,F,37.0,1.15,3.0,N,Y,225000.0,473760.0,51151.5,450000.0,0.22734,0.10796922492401216,Working,Incomplete higher,Married,House / apartment
90813,205439,Cash loans,M,28.0,1.65,1.0,N,N,315000.0,296280.0,21690.0,225000.0,0.06885714285714285,0.07320777642770353,Working,Secondary / secondary special,Single / not married,Municipal apartment
135042,256622,Cash loans,F,36.0,5.05,1.0,N,N,76500.0,272520.0,21658.5,225000.0,0.28311764705882353,0.07947490092470277,Working,Secondary / secondary special,Single / not married,With parents
265667,407720,Cash loans,M,30.0,7.69,3.0,N,Y,112500.0,225000.0,15660.0,225000.0,0.1392,0.0696,Working,Secondary / secondary special,Married,House / apartment
41866,148478,Revolving loans,F,44.0,1.16,2.0,N,Y,157500.0,202500.0,10125.0,202500.0,0.06428571428571428,0.05,Working,Secondary / secondary special,Separated,House / apartment
143429,266306,Cash loans,F,63.0,1000.67,1.0,N,Y,90000.0,544491.0,16047.0,454500.0,0.1783,0.029471561513413444,Pensioner,Secondary / secondary special,Single / not married,House / apartment
141104,263601,Cash loans,F,59.0,3.87,1.0,N,Y,144000.0,239850.0,23364.0,225000.0,0.16225,0.0974108818011257,Working,Higher education,Separated,House / apartment
195401,326579,Cash loans,F,54.0,1000.67,2.0,N,N,117000.0,225000.0,8482.5,225000.0,0.0725,0.0377,Pensioner,Secondary / secondary special,Married,Municipal apartment
88551,202813,Cash loans,F,61.0,1000.67,1.0,N,Y,49500.0,74182.5,5292.0,67500.0,0.10690909090909091,0.07133757961783439,Pensioner,Secondary / secondary special,Separated,House / apartment
75295,187321,Cash loans,M,52.0,3.62,2.0,N,Y,202500.0,1006920.0,42790.5,900000.0,0.21131111111111112,0.04249642474079371,Working,Secondary / secondary special,Civil marriage,House / apartment
104109,220830,Cash loans,F,46.0,5.48,1.0,N,Y,157500.0,165024.0,6057.0,108000.0,0.038457142857142856,0.036703752181500876,State servant,Secondary / secondary special,Single / not married,House / apartment
109160,226606,Cash loans,M,47.0,1.99,2.0,N,Y,90000.0,314100.0,16573.5,225000.0,0.18415,0.052765042979942695,Working,Secondary / secondary special,Civil marriage,House / apartment
133705,255072,Cash loans,F,27.0,5.01,2.0,N,Y,121500.0,568057.5,24196.5,459000.0,0.19914814814814816,0.04259515982096883,Working,Incomplete higher,Single / not married,House / apartment
58562,167878,Cash loans,M,53.0,12.19,1.0,N,N,103500.0,450000.0,22018.5,450000.0,0.2127391304347826,0.04893,Working,Secondary / secondary special,Separated,Rented apartment
41062,147553,Cash loans,F,47.0,6.57,1.0,Y,N,180000.0,781920.0,25969.5,675000.0,0.144275,0.033212476979742174,Commercial associate,Higher education,Single / not married,Co-op apartment
82022,195122,Revolving loans,M,39.0,3.85,1.0,Y,Y,112500.0,180000.0,9000.0,180000.0,0.08,0.05,Working,Secondary / secondary special,Single / not married,House / apartment
123992,243791,Cash loans,M,47.0,17.35,2.0,Y,N,180000.0,254700.0,25321.5,225000.0,0.140675,0.09941696113074205,Working,Secondary / secondary special,Married,House / apartment
233274,370195,Cash loans,M,36.0,7.49,4.0,N,Y,153000.0,360000.0,24187.5,360000.0,0.15808823529411764,0.0671875,Commercial associate,Higher education,Married,House / apartment
305592,454056,Cash loans,M,39.0,0.79,3.0,Y,Y,81000.0,585000.0,22666.5,585000.0,0.2798333333333333,0.03874615384615385,Working,Secondary / secondary special,Married,House / apartment
299158,446571,Cash loans,M,48.0,6.43,3.0,N,Y,180000.0,436032.0,20457.0,360000.0,0.11365,0.04691628137384412,Working,Secondary / secondary special,Married,House / apartment
184987,314437,Cash loans,F,38.0,5.62,2.0,N,Y,90000.0,830214.0,24273.0,693000.0,0.2697,0.02923704008845912,Working,Secondary / secondary special,Married,House / apartment
169869,296876,Cash loans,F,55.0,7.71,2.0,N,Y,54000.0,206280.0,7906.5,135000.0,0.14641666666666667,0.038328970331588136,Working,Secondary / secondary special,Married,House / apartment
40381,146778,Cash loans,F,49.0,3.48,3.0,N,Y,90000.0,891072.0,45625.5,720000.0,0.50695,0.05120293309631545,Working,Secondary / secondary special,Married,House / apartment
231097,367670,Cash loans,F,47.0,1.16,3.0,N,Y,301500.0,942300.0,36643.5,675000.0,0.12153731343283582,0.0388872970391595,Commercial associate,Higher education,Married,House / apartment
304630,452938,Cash loans,F,55.0,1000.67,2.0,Y,Y,202500.0,1354500.0,37246.5,1354500.0,0.18393333333333334,0.027498338870431894,Pensioner,Secondary / secondary special,Married,House / apartment
61916,171816,Cash loans,F,60.0,4.37,2.0,N,Y,292500.0,1575000.0,41679.0,1575000.0,0.1424923076923077,0.026462857142857142,Working,Secondary / secondary special,Married,House / apartment
28513,133141,Cash loans,M,57.0,3.12,1.0,N,N,225000.0,1206000.0,31941.0,1206000.0,0.14196,0.02648507462686567,Working,Secondary / secondary special,Single / not married,House / apartment
105505,222426,Revolving loans,F,37.0,1.76,4.0,N,Y,90000.0,247500.0,12375.0,247500.0,0.1375,0.05,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment
149914,273791,Cash loans,F,43.0,20.58,2.0,N,N,135000.0,364428.0,13869.0,238500.0,0.10273333333333333,0.03805690012842043,Commercial associate,Secondary / secondary special,Married,With parents
45334,152509,Cash loans,F,55.0,7.99,2.0,Y,Y,180000.0,256500.0,18715.5,256500.0,0.103975,0.07296491228070176,Working,Higher education,Civil marriage,House / apartment
85598,199332,Cash loans,F,28.0,4.5,2.0,N,Y,135000.0,906615.0,30091.5,688500.0,0.2229,0.033191045813272445,Working,Secondary / secondary special,Married,House / apartment
216400,350742,Cash loans,F,36.0,15.56,3.0,Y,Y,270000.0,1687266.0,64264.5,1575000.0,0.23801666666666665,0.038087948195483105,Working,Higher education,Civil marriage,House / apartment
174670,302418,Cash loans,M,59.0,1000.67,2.0,N,Y,202500.0,698517.0,35793.0,603000.0,0.17675555555555555,0.051241415742208134,Pensioner,Higher education,Married,House / apartment
220401,355325,Cash loans,F,50.0,9.13,2.0,N,Y,99000.0,808650.0,23773.5,675000.0,0.24013636363636365,0.02939899833055092,Commercial associate,Secondary / secondary special,Married,House / apartment
162191,288037,Cash loans,M,47.0,8.27,2.0,N,Y,189000.0,573628.5,27724.5,463500.0,0.14669047619047618,0.048331803597624595,Working,Secondary / secondary special,Married,House / apartment
288562,434299,Cash loans,F,55.0,7.18,3.0,N,Y,202500.0,1305000.0,38155.5,1305000.0,0.1884222222222222,0.02923793103448276,Commercial associate,Higher education,Married,House / apartment
252533,392200,Cash loans,F,41.0,0.49,2.0,N,Y,157500.0,1174977.0,34483.5,1026000.0,0.21894285714285713,0.029348234050538862,Working,Secondary / secondary special,Married,House / apartment
285207,430310,Cash loans,F,32.0,5.59,3.0,N,N,180000.0,592560.0,35937.0,450000.0,0.19965,0.06064702308626974,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment
63504,173643,Cash loans,F,27.0,2.58,2.0,N,Y,225000.0,790830.0,57676.5,675000.0,0.25634,0.0729316035051781,Working,Higher education,Married,House / apartment
259190,399954,Cash loans,F,36.0,8.25,2.0,N,N,270000.0,288000.0,19246.5,288000.0,0.07128333333333334,0.066828125,Working,Higher education,Married,House / apartment
18291,121338,Cash loans,F,57.0,13.37,1.0,N,Y,112500.0,590337.0,25141.5,477000.0,0.22348,0.04258838595581846,Working,Secondary / secondary special,Widow,House / apartment
43546,150410,Cash loans,F,60.0,1000.67,2.0,N,Y,121500.0,562491.0,24907.5,454500.0,0.205,0.04428070849133586,Pensioner,Secondary / secondary special,Married,House / apartment
260291,401227,Cash loans,M,31.0,9.03,2.0,N,N,81000.0,343377.0,16830.0,283500.0,0.20777777777777778,0.049013183760123716,Working,Lower secondary,Civil marriage,Municipal apartment
143969,266933,Cash loans,F,38.0,4.13,4.0,N,Y,292500.0,364500.0,19903.5,364500.0,0.06804615384615384,0.05460493827160494,Working,Lower secondary,Married,House / apartment
274143,417762,Revolving loans,F,23.0,0.69,2.0,N,Y,90000.0,270000.0,13500.0,270000.0,0.15,0.05,Working,Higher education,Civil marriage,With parents
121676,241069,Cash loans,M,42.0,8.39,2.0,Y,Y,315000.0,497520.0,52371.0,450000.0,0.16625714285714285,0.10526410998552822,State servant,Higher education,Married,House / apartment
285225,430331,Cash loans,F,33.0,9.9,3.0,N,N,90000.0,900000.0,32328.0,900000.0,0.3592,0.03592,Working,Higher education,Married,House / apartment
233527,370492,Cash loans,F,50.0,7.91,1.0,N,Y,202500.0,315000.0,19165.5,315000.0,0.09464444444444445,0.06084285714285714,Working,Secondary / secondary special,Single / not married,House / apartment
208961,342191,Cash loans,M,66.0,1000.67,1.0,N,Y,81000.0,225000.0,12915.0,225000.0,0.15944444444444444,0.0574,Pensioner,Secondary / secondary special,Widow,House / apartment
78564,191077,Cash loans,F,48.0,1.56,2.0,Y,Y,112500.0,381528.0,24381.0,315000.0,0.21672,0.06390356671070013,Working,Secondary / secondary special,Married,House / apartment
135385,257028,Cash loans,M,42.0,21.52,1.0,Y,Y,450000.0,1255680.0,41629.5,1125000.0,0.09251,0.03315295298165138,Commercial associate,Secondary / secondary special,Separated,House / apartment
295669,442554,Cash loans,F,53.0,1000.67,2.0,N,N,108000.0,781920.0,23836.5,675000.0,0.22070833333333334,0.030484576427255987,Pensioner,Secondary / secondary special,Civil marriage,House / apartment
128631,249204,Cash loans,M,55.0,9.01,2.0,Y,Y,292500.0,1078200.0,31522.5,900000.0,0.10776923076923077,0.029236227045075124,Commercial associate,Higher education,Married,House / apartment
185982,315600,Cash loans,M,30.0,3.86,3.0,Y,N,112500.0,263686.5,19318.5,238500.0,0.17172,0.07326313633803778,Working,Incomplete higher,Civil marriage,House / apartment
110713,228436,Cash loans,F,38.0,3.09,2.0,N,N,81000.0,142200.0,8068.5,112500.0,0.09961111111111111,0.05674050632911393,Working,Secondary / secondary special,Separated,With parents
139814,262125,Cash loans,F,33.0,5.89,1.0,Y,Y,121500.0,346968.0,27540.0,274500.0,0.22666666666666666,0.07937331396555301,Working,Secondary / secondary special,Single / not married,With parents
286017,431255,Cash loans,F,29.0,1.93,3.0,N,Y,202500.0,288873.0,18589.5,238500.0,0.0918,0.06435180858024114,Commercial associate,Secondary / secondary special,Married,House / apartment
259991,400865,Cash loans,F,43.0,11.19,3.0,N,N,229500.0,52767.0,5728.5,49500.0,0.02496078431372549,0.1085621695377793,Working,Lower secondary,Separated,House / apartment
274731,418409,Cash loans,F,55.0,1.06,2.0,N,Y,135000.0,440784.0,24741.0,360000.0,0.18326666666666666,0.05612953283240771,Working,Secondary / secondary special,Separated,With parents
292540,438901,Cash loans,F,45.0,1.87,1.0,Y,N,292500.0,544491.0,14359.5,454500.0,0.04909230769230769,0.02637233673283856,Working,Secondary / secondary special,Single / not married,House / apartment
214257,348281,Cash loans,M,35.0,3.69,3.0,N,N,270000.0,756000.0,22234.5,756000.0,0.08235,0.029410714285714287,Working,Higher education,Married,House / apartment
304681,452997,Cash loans,M,64.0,8.19,2.0,Y,Y,180000.0,1312110.0,52168.5,1125000.0,0.289825,0.039759242746416075,Commercial associate,Secondary / secondary special,Married,House / apartment
291921,438186,Cash loans,F,28.0,2.35,3.0,Y,Y,148500.0,1193580.0,38632.5,855000.0,0.26015151515151513,0.032366912984466895,Working,Secondary / secondary special,Civil marriage,House / apartment
150825,274833,Cash loans,F,56.0,1000.67,2.0,N,Y,157500.0,553806.0,23593.5,495000.0,0.1498,0.0426024636786167,Pensioner,Secondary / secondary special,Married,House / apartment
138582,260704,Cash loans,F,51.0,19.67,1.0,Y,Y,90000.0,388512.0,27760.5,360000.0,0.30845,0.0714533914010378,Working,Secondary / secondary special,Single / not married,House / apartment
140152,262510,Revolving loans,M,54.0,6.95,2.0,N,Y,180000.0,405000.0,20250.0,405000.0,0.1125,0.05,Commercial associate,Higher education,Married,House / apartment
303169,451245,Cash loans,M,27.0,3.23,3.0,Y,Y,225000.0,582768.0,59845.5,540000.0,0.26598,0.10269180874722016,Working,Secondary / secondary special,Married,House / apartment
205483,338185,Cash loans,F,62.0,36.75,1.0,N,Y,180000.0,315000.0,19269.0,315000.0,0.10705,0.06117142857142857,Working,Higher education,Single / not married,House / apartment
29675,134452,Cash loans,F,32.0,10.43,2.0,N,N,135000.0,1506816.0,49797.0,1350000.0,0.3688666666666667,0.03304783065749235,Working,Secondary / secondary special,Married,House / apartment
296148,443108,Cash loans,M,41.0,8.02,2.0,N,Y,135000.0,584766.0,27225.0,472500.0,0.20166666666666666,0.04655708437221042,Working,Higher education,Married,House / apartment
141563,264139,Cash loans,M,47.0,6.24,2.0,Y,Y,166500.0,888840.0,37494.0,675000.0,0.22518918918918918,0.04218307006885379,Working,Secondary / secondary special,Married,House / apartment
215915,350181,Revolving loans,M,60.0,14.59,2.0,N,Y,112500.0,247500.0,12375.0,247500.0,0.11,0.05,Commercial associate,Higher education,Married,House / apartment
147041,270484,Cash loans,F,41.0,2.98,1.0,N,Y,99000.0,284400.0,20740.5,225000.0,0.2095,0.07292721518987341,Working,Secondary / secondary special,Separated,House / apartment
286,100329,Cash loans,F,55.0,1.77,2.0,Y,Y,135000.0,247275.0,17716.5,225000.0,0.13123333333333334,0.07164695177434031,Working,Secondary / secondary special,Married,House / apartment
305228,453634,Cash loans,F,53.0,18.33,2.0,N,Y,283500.0,1006920.0,42790.5,900000.0,0.15093650793650792,0.04249642474079371,Commercial associate,Secondary / secondary special,Married,House / apartment
279125,423361,Cash loans,M,56.0,14.76,1.0,N,Y,180000.0,808650.0,26086.5,675000.0,0.144925,0.032259321090706734,Working,Secondary / secondary special,Single / not married,House / apartment
149321,273124,Cash loans,F,44.0,3.18,2.0,N,Y,157500.0,1339884.0,39307.5,1170000.0,0.24957142857142858,0.02933649480104248,Working,Secondary / secondary special,Married,House / apartment
88787,203085,Cash loans,F,54.0,1.32,2.0,N,Y,193500.0,625500.0,30091.5,625500.0,0.15551162790697676,0.04810791366906475,Working,Secondary / secondary special,Civil marriage,House / apartment
58925,168301,Cash loans,M,35.0,8.08,2.0,Y,N,202500.0,225000.0,11488.5,225000.0,0.05673333333333333,0.05106,Working,Higher education,Married,With parents
79642,192323,Cash loans,F,39.0,1.49,2.0,Y,N,153000.0,703728.0,33853.5,607500.0,0.22126470588235295,0.04810594434213219,Working,Higher education,Civil marriage,With parents
191304,321816,Cash loans,F,34.0,5.33,4.0,Y,N,279000.0,900000.0,26446.5,900000.0,0.09479032258064517,0.029385,Commercial associate,Higher education,Married,House / apartment
230282,366736,Cash loans,M,32.0,10.93,3.0,Y,N,112500.0,265851.0,14049.0,229500.0,0.12488,0.05284539083922949,Working,Secondary / secondary special,Married,With parents
208359,341508,Cash loans,F,37.0,7.17,2.0,N,Y,157500.0,922666.5,33138.0,796500.0,0.2104,0.0359154689153665,Working,Secondary / secondary special,Married,House / apartment
71380,182779,Cash loans,F,63.0,1000.67,2.0,Y,Y,54000.0,125136.0,7114.5,99000.0,0.13175,0.05685414269275029,Pensioner,Secondary / secondary special,Married,House / apartment
117154,235859,Revolving loans,M,63.0,1000.67,2.0,N,N,292500.0,337500.0,16875.0,337500.0,0.057692307692307696,0.05,Pensioner,Lower secondary,Married,House / apartment
269178,411941,Cash loans,M,35.0,1.12,2.0,Y,Y,315000.0,545040.0,20547.0,450000.0,0.06522857142857143,0.037698150594451786,Working,Secondary / secondary special,Married,House / apartment
164870,291123,Cash loans,M,45.0,10.21,2.0,N,N,270000.0,545040.0,19575.0,450000.0,0.0725,0.03591479524438573,Commercial associate,Secondary / secondary special,Married,House / apartment
79095,191687,Cash loans,F,55.0,2.51,1.0,N,Y,121500.0,219042.0,12703.5,193500.0,0.10455555555555555,0.05799572684690607,Working,Secondary / secondary special,Widow,House / apartment
231231,367825,Cash loans,M,30.0,5.41,2.0,Y,N,301500.0,203760.0,22072.5,180000.0,0.0732089552238806,0.10832597173144877,Working,Secondary / secondary special,Married,With parents
140112,262467,Cash loans,F,58.0,1000.67,2.0,N,N,76500.0,517500.0,15129.0,517500.0,0.19776470588235295,0.029234782608695654,Pensioner,Secondary / secondary special,Married,House / apartment
83850,197249,Cash loans,F,31.0,7.05,2.0,Y,Y,148500.0,437877.0,31270.5,378000.0,0.21057575757575758,0.07141389020204304,Working,Incomplete higher,Married,House / apartment
193858,324798,Cash loans,M,29.0,6.78,4.0,Y,N,81000.0,67500.0,5296.5,67500.0,0.06538888888888889,0.07846666666666667,Working,Secondary / secondary special,Married,House / apartment
160401,285945,Revolving loans,F,53.0,22.07,2.0,N,Y,90000.0,270000.0,13500.0,270000.0,0.15,0.05,Commercial associate,Higher education,Married,House / apartment
184210,313516,Cash loans,M,41.0,4.01,3.0,Y,Y,225000.0,1113840.0,57001.5,900000.0,0.25334,0.051175662572721395,Working,Secondary / secondary special,Married,House / apartment
199291,331047,Cash loans,M,47.0,1.8,4.0,Y,N,270000.0,679671.0,32827.5,607500.0,0.12158333333333333,0.048299103536858276,Working,Secondary / secondary special,Married,House / apartment
32998,138242,Cash loans,F,36.0,6.73,2.0,N,Y,157500.0,450000.0,27324.0,450000.0,0.1734857142857143,0.06072,State servant,Secondary / secondary special,Married,House / apartment
256439,396747,Cash loans,F,63.0,1000.67,2.0,N,N,112500.0,284400.0,9211.5,225000.0,0.08188,0.03238924050632912,Pensioner,Secondary / secondary special,Married,House / apartment
149449,273269,Cash loans,M,42.0,3.07,3.0,N,Y,180000.0,331834.5,17505.0,252000.0,0.09725,0.05275220026850734,State servant,Secondary / secondary special,Married,House / apartment
54997,163722,Cash loans,F,64.0,1000.67,1.0,N,Y,54000.0,123637.5,8923.5,112500.0,0.16525,0.0721747042766151,Pensioner,Secondary / secondary special,Widow,House / apartment
97647,213381,Cash loans,F,57.0,1000.67,2.0,N,Y,225000.0,1724220.0,47542.5,1350000.0,0.2113,0.027573337509134564,Pensioner,Secondary / secondary special,Married,House / apartment
264145,405878,Cash loans,M,33.0,12.57,2.0,Y,N,202500.0,327024.0,25965.0,270000.0,0.1282222222222222,0.07939784236019375,Working,Higher education,Married,Office apartment
132215,253345,Cash loans,M,34.0,2.14,1.0,N,Y,157500.0,755190.0,36459.0,675000.0,0.2314857142857143,0.0482779168156358,Working,Secondary / secondary special,Single / not married,House / apartment
127308,247637,Cash loans,F,52.0,3.43,2.0,N,Y,135000.0,474048.0,21010.5,360000.0,0.15563333333333335,0.044321461117861484,Working,Higher education,Married,House / apartment
304230,452481,Cash loans,F,43.0,11.91,2.0,N,Y,189000.0,695439.0,20461.5,580500.0,0.10826190476190477,0.02942242238355916,Working,Secondary / secondary special,Civil marriage,House / apartment
212968,346788,Cash loans,M,57.0,12.38,2.0,Y,N,135000.0,545040.0,35617.5,450000.0,0.2638333333333333,0.06534841479524439,Commercial associate,Lower secondary,Married,House / apartment
244201,382657,Cash loans,M,56.0,13.89,2.0,Y,Y,67500.0,271066.5,13171.5,234000.0,0.19513333333333333,0.048591397313943255,Working,Secondary / secondary special,Married,House / apartment
176517,304547,Cash loans,F,52.0,1000.67,1.0,N,Y,72000.0,325908.0,15808.5,247500.0,0.2195625,0.04850602010383298,Pensioner,Secondary / secondary special,Separated,House / apartment
158283,283496,Cash loans,M,48.0,2.13,3.0,Y,N,405000.0,1255680.0,41629.5,1125000.0,0.10278888888888889,0.03315295298165138,State servant,Higher education,Married,House / apartment
153121,277482,Cash loans,M,55.0,1000.67,3.0,N,Y,121500.0,765261.0,30478.5,684000.0,0.2508518518518518,0.039827588234602314,Pensioner,Secondary / secondary special,Married,House / apartment
2563,102992,Cash loans,M,25.0,3.86,1.0,Y,Y,180000.0,278613.0,30136.5,252000.0,0.167425,0.10816616597215492,Commercial associate,Secondary / secondary special,Single / not married,House / apartment
260359,401303,Cash loans,F,39.0,4.33,3.0,N,Y,135000.0,675000.0,26770.5,675000.0,0.1983,0.03966,State servant,Secondary / secondary special,Separated,House / apartment
219697,354514,Cash loans,M,26.0,5.36,4.0,N,N,67500.0,225000.0,10620.0,225000.0,0.15733333333333333,0.0472,Working,Secondary / secondary special,Civil marriage,With parents
78612,191126,Cash loans,M,29.0,2.28,2.0,N,N,135000.0,246357.0,26271.0,234000.0,0.1946,0.1066379278851423,Working,Secondary / secondary special,Separated,House / apartment
101441,217769,Cash loans,F,30.0,3.63,2.0,Y,Y,135000.0,135000.0,7749.0,135000.0,0.0574,0.0574,Commercial associate,Higher education,Single / not married,House / apartment
67362,178120,Cash loans,F,31.0,5.42,4.0,N,Y,94500.0,414792.0,21307.5,315000.0,0.22547619047619047,0.05136911994445409,State servant,Secondary / secondary special,Married,House / apartment
224392,359900,Cash loans,M,47.0,1.87,2.0,Y,N,135000.0,348264.0,23274.0,315000.0,0.1724,0.06682861277651436,Working,Secondary / secondary special,Married,House / apartment
177742,305975,Cash loans,F,58.0,38.46,1.0,Y,Y,153000.0,314100.0,12091.5,225000.0,0.07902941176470588,0.03849570200573066,Working,Secondary / secondary special,Widow,House / apartment
106061,223055,Cash loans,F,40.0,0.5,5.0,N,N,103500.0,239850.0,25960.5,225000.0,0.25082608695652175,0.10823639774859287,Working,Secondary / secondary special,Married,House / apartment
265145,407064,Cash loans,F,58.0,1000.67,2.0,Y,N,67500.0,99000.0,10273.5,99000.0,0.1522,0.10377272727272727,Pensioner,Secondary / secondary special,Married,House / apartment
128468,249017,Revolving loans,F,38.0,4.34,4.0,Y,N,67500.0,180000.0,9000.0,180000.0,0.13333333333333333,0.05,Working,Secondary / secondary special,Married,House / apartment
32706,137905,Cash loans,M,32.0,3.55,4.0,Y,Y,130500.0,849415.5,40995.0,697500.0,0.31413793103448273,0.04826259939923394,Working,Secondary / secondary special,Married,House / apartment
176826,304908,Cash loans,F,56.0,1000.67,1.0,N,Y,121500.0,654498.0,25956.0,585000.0,0.21362962962962964,0.03965787519595171,Pensioner,Secondary / secondary special,Single / not married,House / apartment
289814,435754,Cash loans,M,40.0,2.52,4.0,Y,Y,292500.0,800500.5,31878.0,715500.0,0.10898461538461539,0.0398225859946371,Working,Secondary / secondary special,Married,House / apartment
24799,128839,Cash loans,M,30.0,7.65,3.0,Y,Y,292500.0,675000.0,34641.0,675000.0,0.11843076923076923,0.05132,Working,Secondary / secondary special,Married,House / apartment
59762,169277,Cash loans,M,54.0,7.43,2.0,N,Y,157500.0,1293502.5,35698.5,1129500.0,0.22665714285714286,0.027598323157473605,Working,Secondary / secondary special,Married,House / apartment
